cell_name,cellbodywidth_px,cellbodyheight_px,cellbodyradius_um,tz_px,tx_px,ty_px,cluster_id,length_px,length_um,efflen_um,trial,time,image name,manual
A,122.125,113.5,12.485,-6.160000002,-11.5225,-25.71250001,0,131.0988415,28.84174514,16.35674514,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,-3.520000001,-21.6425,13.4475,1,116.9183743,25.72204235,13.23704235,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,-0.44,8.094166667,-15.9225,2,81.21432978,17.86715255,5.38215255,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,-0.44,-2.8325,14.2175,3,65.92538396,14.50358447,2.01858447,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,1.948571429,-27.62964286,-19.69392858,4,154.4815989,33.98595177,21.50095177,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,1.76,24.2275,-10.9725,5,121.157052,26.65455144,14.16955144,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,6.502222221,3.254166666,14.16861111,6,72.38813475,15.92538964,3.44038964,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,15.18000001,-12.34750001,-14.49250001,7,110.682118,24.35006597,11.86506597,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,16.27999999,-3.844499998,17.95749999,8,111.552751,24.54160521,12.05660521,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,122.125,113.5,12.485,16.28000001,16.38083334,5.270833336,9,107.6756478,23.68864253,11.20364253,20240502,0,20240502 group1_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-10.12,0.377361111,-17.37541666,0,91.41471952,20.11123829,7.97457162,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-10.12,-23.47888888,26.69333332,2,168.01015,36.96223299,24.82556632,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-9.240000003,-4.39388889,11.67833334,3,70.57428666,15.52634307,3.3896764,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-8.800000001,-15.27288889,29.37733333,5,155.7260288,34.25972634,22.12305967,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-9.240000001,7.541111113,6.013333334,6,60.7130724,13.35687593,1.22020926,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-8.359999997,30.5861111,-6.251666665,7,146.9021101,32.31846421,20.18179754,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-4.400000001,-4.118888889,-33.91666668,8,156.5818722,34.44801189,22.31134522,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-2.64,32.60539683,11.51333333,9,157.6321659,34.6790765,22.54240983,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,-2.053333333,-33.68444444,9.386666666,10,159.2186167,35.02809567,22.891429,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,4.106666667,-12.22222222,35.00444444,11,169.5618173,37.3035998,25.16693313,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,7.920000001,-18.66088889,2.185333333,12,92.67945022,20.38947905,8.25281238,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,8.799999999,27.29396826,-27.17523809,13,179.5825203,39.50815446,27.37148779,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,14.96,-19.40888888,-22.49238094,14,151.194539,33.26279857,21.1261319,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,15.84,22.36361112,18.41583333,15,150.081219,33.01786818,20.88120151,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,16.72,8.366111113,-28.63666668,16,155.4524782,34.19954521,22.06287854,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,18.98285714,1.082539683,22.01047618,17,132.2080301,29.08576662,16.94909995,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,117.1111111,110.3333333,12.13666667,22.44,23.71111111,-5.133333332,18,150.2148256,33.04726163,20.91059496,20240502,0.25,20240502 group_6hr_fed_1-10_c0,TRUE
A,107.8571429,113.8571429,11.86428571,-4.400000002,8.642857147,-13.15285715,1,74.28121552,16.34186742,4.47758171,20240502,3,20240505 Gr1_Pl1_d3_1-10_c1,TRUE
A,107.8571429,113.8571429,11.86428571,1.232,-20.13314286,3.809142857,3,93.30599648,20.52731923,8.66303352,20240502,3,20240505 Gr1_Pl1_d3_1-10_c1,TRUE
A,107.8571429,113.8571429,11.86428571,1.760000001,14.01085715,20.26514286,4,112.2715985,24.69975168,12.83546597,20240502,3,20240505 Gr1_Pl1_d3_1-10_c1,TRUE
A,107.8571429,113.8571429,11.86428571,8.045714283,7.542857142,12.82285714,6,76.8778517,16.91312737,5.04884166,20240502,3,20240505 Gr1_Pl1_d3_1-10_c1,TRUE
A,105,100.6666667,11.07333333,-3.079999999,20.9,4.179999999,0,97.88769075,21.53529196,10.46195863,20240502,4,20240506 Gr1_Pl1_d4_1-10_c5,TRUE
A,105,100.6666667,11.07333333,4.84,-6.16,-5.28,1,42.94182111,9.447200644,-1.626132686,20240502,4,20240506 Gr1_Pl1_d4_1-10_c5,TRUE
A,105,100.6666667,11.07333333,9.240000003,-11.29333334,-8.72666667,2,77.28231075,17.00210837,5.92877504,20240502,4,20240506 Gr1_Pl1_d4_1-10_c5,TRUE
AA,126.1428571,104.8571429,11.53428571,-4.84,-12.22571429,21.71714286,0,115.3979804,25.38755569,13.85326998,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,-4.399999999,-5.699047617,-22.20952381,1,106.1246433,23.34742152,11.81313581,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,-4.400000002,-25.79238096,-9.229523814,4,126.1141278,27.74510813,16.21082242,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,-4.839999999,-1.885714285,23.91714285,5,111.2486643,24.47470614,12.94042043,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,2.2,6.914285714,22.70714285,7,108.3556361,23.83823994,12.30395423,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,4.65142857,-17.88285714,16.59428571,8,112.8886936,24.83551259,13.30122688,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,11.704,6.166285713,10.32114285,9,76.26788984,16.77893576,5.24465005,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,7.040000001,1.414285715,-1.162857143,10,33.06456269,7.274203793,-4.260081917,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,126.1428571,104.8571429,11.53428571,10.56,-18.20971429,-11.19485715,11,108.3718843,23.84181455,12.30752884,20240503,0,20240503 group_plate3_rightafter_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,-5.866666666,20.59933333,-13.53733333,0,115.1723202,25.33791044,15.08957711,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,-5.866666665,17.08666666,22.87999999,1,132.5112155,29.1524674,18.90413407,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,7.333333332,30.21333332,14.77666667,3,156.4701782,34.4234392,24.17510587,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,7.333333333,38.28,-6.746666668,4,179.7986528,39.55570362,29.30737029,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,7.773333336,13.32833334,-27.51833334,6,143.4037133,31.54881694,21.30048361,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,12.17333333,-5.316666666,23.46666667,7,122.5707279,26.96556013,16.7172268,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,16.28,-18.77333333,-0.293333333,8,112.9582027,24.85080459,14.60247126,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,17.99111111,8.714444446,10.87777778,9,103.4475623,22.75846371,12.51013038,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,118.5,93.16666667,10.24833333,18.77333334,6.387333336,-15.38533334,10,114.0849829,25.09869625,14.85036292,20240503,0.25,20240503 group_plate3_6hr_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,-6.16,24.16857144,-9.931428571,0,122.026511,26.84583242,15.21726099,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,-4.839999998,-3.771428569,-28.52142855,4,132.6090041,29.17398089,17.54540946,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,-1.76,3.341904762,-3.404761906,5,23.11413071,5.085108757,-6.543462673,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,-3.079999999,25.15857143,10.52857143,6,124.7552093,27.44614604,15.81757461,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,0.88,25.04857143,-17.23542857,7,138.2644287,30.41817431,18.78960288,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,6.159999998,-3.28742857,-28.67542855,8,134.1512184,29.51326804,17.88469661,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,105.7142857,116.2857143,11.62857143,7.417142859,12.41428572,-23.82285715,9,126.675304,27.86856689,16.23999546,20240503,1,20240504 Gr2_Pl3_d1_1-14_c0,TRUE
AA,118.6666667,95.5,10.505,-6.600000001,-9.496666669,7.223333334,0,61.97893908,13.6353666,3.1303666,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,-5.192,-22.47666667,-7.076666667,1,109.679908,24.12957976,13.62457976,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,-5.499999998,2.163333333,-15.65666666,2,76.06831725,16.73502979,6.23002979,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,-5.28,-20.82666667,16.73833333,3,123.800046,27.23601012,16.73101012,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,4.4,-20.13,-15.36333333,4,116.828697,25.70231334,15.19731334,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,7.626666666,-3.703333332,-20.57,5,101.1305537,22.24872181,11.74372181,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,8.862857146,-10.62809524,18.00333334,6,103.2155187,22.70741412,12.20241412,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,118.6666667,95.5,10.505,12.02666667,10.74333333,-0.88,7,73.41075459,16.15036601,5.64536601,20240503,2,20240505 Gr2_Pl3_d2_1-14_c1,TRUE
AA,112.8,94,10.34,-5.28,-11.847,-15.444,0,91.67258314,20.16796829,9.82796829,20240503,3,20240506 Gr2_Pl3_d3_1-14_c0,TRUE
AA,112.8,94,10.34,1.760000001,-10.91200001,-0.484,1,50.28916384,11.06361605,0.72361605,20240503,3,20240506 Gr2_Pl3_d3_1-14_c0,TRUE
AA,112.8,94,10.34,3.52,-20.51866667,1.056,2,94.75078422,20.84517253,10.50517253,20240503,3,20240506 Gr2_Pl3_d3_1-14_c0,TRUE
AA,112.8,94,10.34,3.740000001,-6.457000001,-15.774,3,79.31779435,17.44991476,7.10991476,20240503,3,20240506 Gr2_Pl3_d3_1-14_c0,TRUE
AA,112.8,94,10.34,5.719999999,-16.137,-9.118999998,4,88.17213279,19.39786921,9.05786921,20240503,3,20240506 Gr2_Pl3_d3_1-14_c0,TRUE
AA,113.75,88.25,9.7075,-1.76,-5.5,18.865,0,89.67754736,19.72906042,10.02156042,20240503,4,20240507 Gr2_Pl3_d4_1-14_c1,TRUE
AA,113.75,88.25,9.7075,-0.88,-8.689999999,-16.445,1,84.63930824,18.62064781,8.91314781,20240503,4,20240507 Gr2_Pl3_d4_1-14_c1,TRUE
AA,113.75,88.25,9.7075,3.96,-18.865,-9.075,2,96.84330127,21.30552628,11.59802628,20240503,4,20240507 Gr2_Pl3_d4_1-14_c1,TRUE
AA,100.3333333,95,10.45,-0.88,-2.42,20.97333333,0,96.04917722,21.13081899,10.68081899,20240503,5,20240508 Gr2_Pl3_d5_1-14_c0,TRUE
AA,100.3333333,95,10.45,2.64,7.04,13.27333333,1,69.3405445,15.25491979,4.80491979,20240503,5,20240508 Gr2_Pl3_d5_1-14_c0,TRUE
AA,100.3333333,95,10.45,3.959999999,16.61,9.808333331,2,89.50934929,19.69205684,9.24205684,20240503,5,20240508 Gr2_Pl3_d5_1-14_c0,TRUE
AA,110.6,83.8,9.218,-1.76,-8.858666666,15.56133333,0,81.78391583,17.99246148,8.77446148,20240503,6,20240508 Gr2_Pl3_d6_1-14_c1,TRUE
AA,110.6,83.8,9.218,1.232,-14.696,-10.78,1,83.03372809,18.26742018,9.04942018,20240503,6,20240508 Gr2_Pl3_d6_1-14_c1,TRUE
AA,110.6,83.8,9.218,4.048,-21.912,1.364,2,101.474923,22.32448306,13.10648306,20240503,6,20240508 Gr2_Pl3_d6_1-14_c1,TRUE
AA,85,108.5,9.35,-3.52,9.294999999,-20.185,2,102.2698636,22.49936999,13.14936999,20240503,7,20240510 Gr2_Pl3_d7_1-14_c0,TRUE
AA,85,108.5,9.35,-1.76,-17.325,-12.32,3,96.96165479,21.33156405,11.98156405,20240503,7,20240510 Gr2_Pl3_d7_1-14_c0,TRUE
AA,85,108.5,9.35,3.52,-6.05,-12.54,4,65.27825059,14.36121513,5.01121513,20240503,7,20240510 Gr2_Pl3_d7_1-14_c0,TRUE
AE,123.75,119,13.09,-10.12,13.29166667,13.3375,0,97.1677119,21.37689662,8.28689662,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,-10.296,-16.863,-8.706499999,1,98.14093501,21.5910057,8.5010057,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,-9.240000002,17.677,-8.046500002,2,97.76427325,21.50814012,8.41814012,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,-2.640000001,26.45500001,4.262500001,3,122.3905761,26.92592675,13.83592675,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,1,2.065,3.117500001,4,17.59450941,3.87079207,-9.21920793,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,7.480000001,16.07833333,-0.375833333,5,80.62314813,17.73709259,4.64709259,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,13.86,-8.222500002,-6.737500002,6,79.39635539,17.46719819,4.37719819,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,123.75,119,13.09,14.08000001,-14.35500001,9.524166671,7,101.1322446,22.24909382,9.15909382,20240503,0,20240503 group_plate2_rightafter_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-12.32,20.87904762,1.906666667,0,110.5351751,24.31773853,12.37488139,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-10.736,-17.47428571,24.41999999,1,144.9528819,31.88963401,19.94677687,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-11.44,1.489714285,-27.456,2,135.3694657,29.78128245,17.83842531,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-11.44,14.46971428,17.908,3,116.8582082,25.7088058,13.76594866,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-7.391999997,-24.5142857,-14.036,4,132.72425,29.19933499,17.25647785,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,-4.839999999,37.34238093,-3.739999999,5,172.000061,37.84001341,25.89715627,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,0.88,-35.16857143,17.75714285,6,179.1231477,39.40709249,27.46423535,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,5.686153846,6.911868131,9.849230767,7,60.49274483,13.30840386,1.36554672,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,9.328000003,25.9537143,-20.10800001,8,155.1417995,34.1311959,22.18833876,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,17.6,-22.44,4.462857143,9,131.2078893,28.86573564,16.9228785,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,18.10285714,-17.44285714,-20.74285714,10,148.1450613,32.59191348,20.64905634,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,119.2857143,108.5714286,11.94285714,21.12,16.87714285,8.328571427,11,128.5855548,28.28882205,16.34596491,20240503,0.25,20240503 group_plate2_6hr_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-7.039999998,-1.815,-34.95249999,0,162.2754699,35.70060337,23.90310337,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-7.480000002,9.386666669,-16.2525,1,91.83659439,20.20405077,8.40655077,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-7.04,22.825,9.5425,2,116.9164365,25.72161603,13.92411603,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-6.16,16.72,-11.6325,3,96.72520677,21.27954549,9.48204549,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-2.639999999,-11.88,7.397499997,4,64.73515757,14.24173466,2.44423466,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,0,11.66,-27.17916667,5,134.4304408,29.57469697,17.77719697,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,-0.88,-22.55000001,13.6125,6,119.7946811,26.35482985,14.55732985,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,10.26666667,0.843333333,24.04416667,7,118.8997083,26.15793582,14.36043582,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,10.472,-13.288,-7.012500001,8,83.2462349,18.31417168,6.51667168,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,11,18.77333334,-0.045833333,9,98.90308984,21.75867977,9.96117977,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,11.528,2.816,-22.2805,10,114.7441747,25.24371843,13.44621843,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,14.96,-5.389999999,8.552499999,11,82.07018719,18.05544118,6.25794118,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,117.5,107.25,11.7975,15.65142858,11.59714286,-11.88392857,12,103.7209281,22.81860419,11.02110419,20240503,1,20240504 Gr2_Pl2_d1_10-2_c0,TRUE
AE,115.5,113,12.43,-6.599999998,6.34333333,22.21999999,0,109.2353474,24.03177642,11.60177642,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AE,115.5,113,12.43,-6.071999999,-2.236666667,14.59333333,1,72.56191992,15.96362238,3.53362238,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AE,115.5,113,12.43,-3.520000001,-13.34666667,15.08833334,3,92.95223534,20.44949178,8.01949178,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AE,115.5,113,12.43,-3.96,-7.626666668,-16.75666667,4,85.59870845,18.83171586,6.40171586,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AE,115.5,113,12.43,1.32,4.143333333,16.35333333,5,76.91644095,16.92161701,4.49161701,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AE,115.5,113,12.43,8.360000002,-13.01666667,0,6,70.31852135,15.4700747,3.0400747,20240503,2,20240505 Gr2_Pl2_d2_10-2_c0,TRUE
AF1,148.9,143.7,15.807,-12.76,19.668,-19.074,0,137.3799476,30.22358847,14.41658847,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,-10.41333333,-13.03866666,15.53933333,3,103.6438614,22.8016495,6.9946495,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,-11.44,-0.682,-3.893999999,4,55.01727002,12.1037994,-3.7032006,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,-6.6,-4.532,27.126,5,128.5583525,28.28283755,12.47583755,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,-5.279999998,-2.991999999,-12.364,6,62.60511161,13.77312455,-2.03387545,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,2.64,-25.762,-7.193999999,7,122.1707821,26.87757206,11.07057206,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,7.920000001,-22.49866668,10.66266667,8,118.7581108,26.12678438,10.31978438,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,148.9,143.7,15.807,14.52,-12.672,-6.534000001,9,92.49783781,20.34952432,4.54252432,20240503,0,20240503 group_plate1_rightafter_10l3_c1,TRUE
AF1,151,156.4,16.61,-7.04,-27.962,14.63,1,146.9716299,32.33375858,15.72375858,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,-8.359999998,-3.981999999,-27.82999999,2,133.3186409,29.33010099,12.72010099,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,-7.480000001,-31.33533333,-17.05,3,165.6789197,36.44936234,19.83936234,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,2.640000001,-33.46200001,-0.99,4,152.6389858,33.58057689,16.97057689,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,3.960000001,-23.56200001,-12.65,5,122.8847427,27.0346434,10.4246434,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,7.919999999,-16.00866667,-25.00666667,7,139.6821352,30.73006974,14.12006974,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,15.4,-7.501999999,25.894,8,141.1244132,31.0473709,14.4373709,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,17.66285714,-21.48771428,0.455714285,9,126.45076,27.81916719,11.20916719,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,151,156.4,16.61,18.48,13.398,16.665,10,128.4635065,28.26197143,11.65197143,20240503,0.25,20240503 group_plate1_6hr_10-l3_c1,TRUE
AF1,156.8461538,144,15.84,-6.855813954,-7.590196779,1.900500894,0,47.28696809,10.40313298,-5.43686702,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-9.411111113,-6.26294872,-13.43739317,1,79.81863144,17.56009892,1.72009892,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-14.22666667,46.95871795,-10.02128205,4,227.6335921,50.07939027,34.23939027,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-13.43466667,-7.989948722,21.57805129,5,121.1124269,26.64473393,10.80473393,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-8.988571429,37.42538461,13.86967033,7,185.9652941,40.9123647,25.0723647,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-14.52,-39.5746154,-0.194615385,8,191.6122579,42.15469675,26.31469675,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-10.56,-15.92461538,-20.10461538,11,126.0741071,27.73630356,11.89630356,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,0,-35.00175824,46.2410989,13,263.6113745,57.99450239,42.15450239,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,-0.44,-45.95461538,-20.69128205,14,229.0904324,50.39989512,34.55989512,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,2.933333333,7.590940171,-39.88017095,15,185.0092052,40.70202515,24.86202515,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,2.199999999,-9.54461538,-10.97461538,16,66.86329116,14.70992405,-1.13007595,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,3.520000001,-31.7646154,13.55538462,17,157.7953509,34.71497721,18.87497721,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,10.41333333,22.72205128,-34.47794871,18,193.5668929,42.58471643,26.74471643,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,11,34.97788461,-18.09711538,19,185.8617409,40.88958299,25.04958299,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,11,-49.22711539,26.12288462,20,258.2007831,56.80417229,40.96417229,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,9.680000002,-4.924615385,11.35538462,21,71.42281803,15.71301997,-0.12698003,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
AF1,156.8461538,144,15.84,11.88,8.495384616,53.37538461,22,251.534039,55.33748858,39.49748858,20240503,1,20240504 Gr2_Pl1_d1_10-l3_c2,TRUE
